w0,w1,w2,w3,w4
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
0.12060882213053004,0.29148265884383484,0.7458404138404976,0.7397345488795904,0.877172818751135
